tick,spread,pb2_mid,nav,SMA_10,SMA_20,SMA_50,SMA_100
7325,100.5,30605.5,30505.0,97.6,94.25,90.11,99.5
7326,103.5,30609.5,30506.0,98.05,95.0,90.33,99.38
7327,102.0,30607.0,30505.0,98.2,95.725,90.49,99.23
7328,104.0,30609.0,30505.0,98.8,96.675,90.71,99.11
7329,105.5,30610.5,30505.0,99.7,97.575,90.97,99.03
7330,103.0,30609.0,30506.0,100.5,98.275,91.16,98.925
7331,104.0,30610.0,30506.0,101.35,98.875,91.43,98.865
7332,108.5,30612.5,30504.0,102.75,99.6,91.88,98.87
7333,108.5,30609.5,30501.0,103.9,100.375,92.27,98.86
7334,107.5,30609.5,30502.0,104.7,101.025,92.59,98.855
7335,107.0,30609.0,30502.0,105.35,101.475,92.97,98.825
7336,110.5,30612.5,30502.0,106.05,102.05,93.38,98.825
7337,112.5,30613.5,30501.0,107.1,102.65,93.89,98.83
7338,110.0,30611.0,30501.0,107.7,103.25,94.37,98.775
7339,112.5,30613.5,30501.0,108.4,104.05,94.94,98.78
7340,114.0,30615.0,30501.0,109.5,105.0,95.53,98.825
7341,115.0,30616.0,30501.0,110.6,105.975,96.13,98.89
7342,112.0,30613.0,30501.0,110.95,106.85,96.66,98.9
7343,115.5,30616.5,30501.0,111.65,107.775,97.27,98.955
7344,114.0,30615.0,30501.0,112.3,108.5,97.88,98.98
7345,112.5,30614.5,30502.0,112.85,109.1,98.42,98.965
7346,114.5,30615.5,30501.0,113.25,109.65,99.1,98.945
7347,114.0,30615.0,30501.0,113.4,110.25,99.7,98.945
7348,110.5,30611.5,30501.0,113.45,110.575,100.18,98.92
7349,106.0,30608.0,30502.0,112.8,110.6,100.5,98.81
7350,111.5,30613.5,30502.0,112.55,111.025,101.01,98.77
7351,108.5,30612.5,30504.0,111.9,111.25,101.43,98.715
7352,109.0,30611.0,30502.0,111.6,111.275,101.96,98.69
7353,106.5,30608.5,30502.0,110.7,111.175,102.4,98.65
7354,106.5,30608.5,30502.0,109.95,111.125,102.82,98.595
7355,102.5,30604.5,30502.0,108.95,110.9,103.13,98.535
7356,103.0,30605.0,30502.0,107.8,110.525,103.42,98.51
7357,104.5,30606.5,30502.0,106.85,110.125,103.76,98.475
7358,106.0,30607.0,30501.0,106.4,109.925,104.18,98.425
7359,108.0,30610.0,30502.0,106.6,109.7,104.59,98.41
7360,105.5,30607.5,30502.0,106.0,109.275,104.92,98.4
7361,106.0,30608.0,30502.0,105.75,108.825,105.2,98.375
7362,105.0,30606.0,30501.0,105.35,108.475,105.42,98.36
7363,106.5,30607.5,30501.0,105.35,108.025,105.69,98.385
7364,103.5,30604.5,30501.0,105.05,107.5,105.87,98.385
7365,107.0,30608.0,30501.0,105.5,107.225,106.05,98.425
7366,103.5,30604.5,30501.0,105.55,106.675,106.14,98.42
7367,104.0,30605.0,30501.0,105.5,106.175,106.21,98.41
7368,99.5,30600.5,30501.0,104.85,105.625,106.24,98.355
7369,96.0,30597.0,30501.0,103.65,105.125,106.23,98.285
7370,96.5,30597.5,30501.0,102.75,104.375,106.26,98.235
7371,96.5,30596.5,30500.0,101.8,103.775,106.28,98.165
7372,95.5,30600.5,30505.0,100.85,103.1,106.3,98.135
7373,92.0,30599.0,30507.0,99.4,102.375,106.2,98.085
7374,94.5,30599.5,30505.0,98.5,101.775,106.1,98.055
7375,92.0,30597.0,30505.0,97.0,101.25,105.93,98.02
7376,89.5,30595.5,30506.0,95.6,100.575,105.65,97.99
7377,91.0,30597.0,30506.0,94.3,99.9,105.43,97.96
7378,88.0,30594.0,30506.0,93.15,99.0,105.11,97.91
7379,90.0,30595.0,30505.0,92.55,98.1,104.8,97.885
7380,88.0,30593.0,30505.0,91.7,97.225,104.5,97.83
7381,84.0,30589.0,30505.0,90.45,96.125,104.1,97.765
7382,84.5,30591.5,30507.0,89.35,95.1,103.62,97.75
7383,91.5,30601.5,30510.0,89.3,94.35,103.28,97.775
7384,93.5,30603.5,30510.0,89.2,93.85,103.0,97.795
7385,89.0,30600.0,30511.0,88.9,92.95,102.64,97.805
7386,90.5,30603.5,30513.0,89.0,92.3,102.24,97.81
7387,92.0,30605.0,30513.0,89.1,91.7,101.83,97.86
7388,91.0,30602.0,30511.0,89.4,91.275,101.45,97.91
7389,90.5,30600.5,30510.0,89.45,91.0,101.01,97.975
7390,89.5,30599.5,30510.0,89.6,90.65,100.52,98.025
7391,88.0,30596.0,30508.0,90.0,90.225,99.98,98.055
7392,88.5,30599.5,30511.0,90.4,89.875,99.51,98.085
7393,92.0,30603.0,30511.0,90.45,89.875,99.04,98.155
7394,90.5,30601.5,30511.0,90.15,89.675,98.57,98.225
7395,91.0,30602.0,30511.0,90.35,89.625,98.14,98.28
7396,92.5,30601.5,30509.0,90.55,89.775,97.7,98.4
7397,91.5,30602.5,30511.0,90.5,89.8,97.25,98.475
7398,93.5,30602.5,30509.0,90.75,90.075,96.91,98.545
7399,92.0,30598.0,30506.0,90.9,90.175,96.63,98.565
7400,94.0,30600.0,30506.0,91.35,90.475,96.28,98.645
7401,89.5,30595.5,30506.0,91.5,90.75,95.9,98.665
7402,93.0,30599.0,30506.0,91.95,91.175,95.58,98.77
7403,94.5,30599.5,30505.0,92.2,91.325,95.34,98.87
7404,94.5,30600.5,30506.0,92.6,91.375,95.1,98.96
7405,95.0,30600.0,30505.0,93.0,91.675,94.95,99.04
7406,94.5,30599.5,30505.0,93.2,91.875,94.78,99.1
7407,93.5,30598.5,30505.0,93.4,91.95,94.56,99.16
7408,91.0,30596.0,30505.0,93.15,91.95,94.26,99.22
7409,88.0,30592.0,30504.0,92.75,91.825,93.86,99.225
7410,87.0,30596.0,30509.0,92.05,91.7,93.49,99.205
7411,89.5,30597.5,30508.0,92.05,91.775,93.16,99.18
7412,90.5,30595.5,30505.0,91.8,91.875,92.87,99.145
7413,87.0,30594.0,30507.0,91.05,91.625,92.48,99.085
7414,88.5,30592.5,30504.0,90.45,91.525,92.18,99.025
7415,85.0,30589.0,30504.0,89.45,91.225,91.74,98.895
7416,83.0,30586.0,30503.0,88.3,90.75,91.33,98.735
7417,81.0,30585.0,30504.0,87.05,90.225,90.87,98.54
7418,79.0,30583.0,30504.0,85.85,89.5,90.46,98.35
7419,83.0,30584.0,30501.0,85.35,89.05,90.2,98.215
7420,86.0,30587.0,30501.0,85.25,88.65,89.99,98.125
7421,85.0,30586.0,30501.0,84.8,88.425,89.76,98.02
7422,80.5,30585.5,30505.0,83.8,87.8,89.46,97.88
7423,81.5,30584.5,30503.0,83.25,87.15,89.25,97.725
7424,82.5,30585.5,30503.0,82.65,86.55,89.01,97.555
7425,83.5,30584.5,30501.0,82.5,85.975,88.84,97.385
7426,83.5,30587.5,30504.0,82.55,85.425,88.72,97.185
7427,81.0,30586.0,30505.0,82.55,84.8,88.52,96.975
7428,83.5,30590.5,30507.0,83.0,84.425,88.43,96.77
7429,84.5,30594.5,30510.0,83.15,84.25,88.32,96.56
7430,85.0,30594.0,30509.0,83.05,84.15,88.26,96.38
7431,86.5,30595.5,30509.0,83.2,84.0,88.31,96.205
7432,85.0,30593.0,30508.0,83.65,83.725,88.32,95.97
7433,87.5,30596.5,30509.0,84.25,83.75,88.24,95.76
7434,87.0,30596.0,30509.0,84.7,83.675,88.11,95.555
7435,87.5,30596.5,30509.0,85.1,83.8,88.08,95.36
7436,85.0,30594.0,30509.0,85.25,83.9,87.97,95.105
7437,87.5,30596.5,30509.0,85.9,84.225,87.88,94.855
7438,85.0,30594.0,30509.0,86.05,84.525,87.76,94.605
7439,86.5,30595.5,30509.0,86.25,84.7,87.68,94.345
7440,94.0,30603.0,30509.0,87.15,85.1,87.77,94.145
7441,94.0,30602.0,30508.0,87.9,85.55,87.89,93.935
7442,87.5,30596.5,30509.0,88.15,85.9,87.87,93.69
7443,89.0,30598.0,30509.0,88.3,86.275,87.81,93.425
7444,88.0,30596.0,30508.0,88.4,86.55,87.76,93.165
7445,87.0,30596.0,30509.0,88.35,86.725,87.68,92.91
7446,88.0,30598.0,30510.0,88.65,86.95,87.59,92.645
7447,90.0,30598.0,30508.0,88.9,87.4,87.56,92.405
7448,89.5,30597.5,30508.0,89.35,87.7,87.48,92.195
7449,86.5,30594.5,30508.0,89.35,87.8,87.37,92.0
7450,86.5,30595.5,30509.0,88.6,87.875,87.22,91.75
7451,87.5,30598.5,30511.0,87.95,87.925,87.18,91.54
7452,84.5,30598.5,30514.0,87.65,87.9,87.01,91.295
7453,86.0,30600.0,30514.0,87.35,87.825,86.84,91.09
7454,88.0,30602.0,30514.0,87.35,87.875,86.71,90.905
7455,85.5,30598.5,30513.0,87.2,87.775,86.52,90.735
7456,90.5,30604.5,30514.0,87.45,88.05,86.44,90.61
7457,90.5,30606.5,30516.0,87.5,88.2,86.38,90.47
7458,90.0,30605.0,30515.0,87.55,88.45,86.36,90.31
7459,91.5,30606.5,30515.0,88.05,88.7,86.43,90.145
7460,94.0,30610.0,30516.0,88.8,88.7,86.57,90.03
7461,87.5,30604.5,30517.0,88.8,88.375,86.53,89.845
7462,89.5,30607.5,30518.0,89.3,88.475,86.51,89.69
7463,90.0,30607.0,30517.0,89.7,88.525,86.57,89.525
7464,84.5,30602.5,30518.0,89.35,88.35,86.49,89.335
7465,87.5,30605.5,30518.0,89.55,88.375,86.54,89.14
7466,86.5,30603.5,30517.0,89.15,88.3,86.61,88.97
7467,89.0,30606.0,30517.0,89.0,88.25,86.77,88.82
7468,91.0,30605.0,30514.0,89.1,88.325,87.01,88.735
7469,87.5,30603.5,30516.0,88.7,88.375,87.1,88.65
7470,88.0,30602.0,30514.0,88.1,88.45,87.14,88.565
7471,89.5,30602.5,30513.0,88.3,88.55,87.23,88.495
7472,94.5,30605.5,30511.0,88.8,89.05,87.51,88.485
7473,92.0,30603.0,30511.0,89.0,89.35,87.72,88.485
7474,92.5,30602.5,30510.0,89.8,89.575,87.92,88.465
7475,89.5,30598.5,30509.0,90.0,89.775,88.04,88.44
7476,88.0,30596.0,30508.0,90.15,89.65,88.13,88.425
7477,88.5,30594.5,30506.0,90.1,89.55,88.28,88.4
7478,84.5,30590.5,30506.0,89.45,89.275,88.3,88.365
7479,85.5,30590.5,30505.0,89.25,88.975,88.32,88.32
7480,85.5,30589.5,30504.0,89.0,88.55,88.33,88.295
7481,88.5,30592.5,30504.0,88.9,88.6,88.37,88.34
7482,86.0,30590.0,30504.0,88.05,88.425,88.39,88.355
7483,86.0,30590.0,30504.0,87.45,88.225,88.36,88.3
7484,86.5,30590.5,30504.0,86.85,88.325,88.35,88.23
7485,84.5,30588.5,30504.0,86.35,88.175,88.29,88.185
7486,89.5,30591.5,30502.0,86.5,88.325,88.38,88.175
7487,87.0,30589.0,30502.0,86.35,88.225,88.37,88.125
7488,87.0,30589.0,30502.0,86.6,88.025,88.41,88.085
7489,87.5,30589.5,30502.0,86.8,88.025,88.43,88.055
7490,87.5,30587.5,30500.0,87.0,88.0,88.3,88.035
7491,88.0,30586.0,30498.0,86.95,87.925,88.18,88.035
7492,88.5,30585.5,30497.0,87.2,87.625,88.2,88.035
7493,88.0,30585.0,30497.0,87.4,87.425,88.18,87.995
7494,88.5,30582.5,30494.0,87.6,87.225,88.19,87.975
7495,89.0,30584.0,30495.0,88.05,87.2,88.23,87.955
7496,91.0,30585.0,30494.0,88.2,87.35,88.29,87.94
7497,88.0,30583.0,30495.0,88.3,87.325,88.25,87.905
7498,87.0,30581.0,30494.0,88.3,87.45,88.2,87.84
7499,86.0,30580.0,30494.0,88.15,87.475,88.19,87.78
7500,82.0,30576.0,30494.0,87.6,87.3,88.1,87.66
7501,79.5,30574.5,30495.0,86.75,86.85,87.94,87.56
7502,84.0,30578.0,30494.0,86.3,86.75,87.93,87.47
7503,81.5,30575.5,30494.0,85.65,86.525,87.84,87.34
7504,80.5,30576.5,30496.0,84.85,86.225,87.69,87.2
7505,81.0,30575.0,30494.0,84.05,86.05,87.6,87.06
7506,85.5,30579.5,30494.0,83.5,85.85,87.5,86.97
7507,78.5,30573.5,30495.0,82.55,85.425,87.26,86.82
7508,77.0,30572.0,30495.0,81.55,84.925,87.0,86.68
7509,75.0,30570.0,30495.0,80.45,84.3,86.67,86.55
7510,73.0,30569.0,30496.0,79.55,83.575,86.25,86.41
7511,72.5,30567.5,30495.0,78.85,82.8,85.95,86.24
7512,75.5,30570.5,30495.0,78.0,82.15,85.67,86.09
7513,74.0,30570.0,30496.0,77.25,81.45,85.35,85.96
7514,72.0,30568.0,30496.0,76.4,80.625,85.1,85.795
7515,73.5,30567.5,30494.0,75.65,79.85,84.82,85.68
7516,72.5,30566.5,30494.0,74.35,78.925,84.54,85.575
7517,71.0,30566.0,30495.0,73.6,78.075,84.18,85.475
7518,73.0,30568.0,30495.0,73.2,77.375,83.82,85.415
7519,73.0,30567.0,30494.0,73.0,76.725,83.53,85.315
7520,73.5,30565.5,30492.0,73.05,76.3,83.24,85.19
7521,73.5,30565.5,30492.0,73.15,76.0,82.92,85.075
7522,70.5,30561.5,30491.0,72.65,75.325,82.44,84.975
7523,73.5,30563.5,30490.0,72.6,74.925,82.07,84.895
7524,72.5,30562.5,30490.0,72.65,74.525,81.67,84.795
7525,71.5,30560.5,30489.0,72.45,74.05,81.31,84.675
7526,72.5,30559.5,30487.0,72.45,73.4,81.0,84.565
7527,75.5,30564.5,30489.0,72.9,73.25,80.74,84.51
7528,75.0,30564.0,30489.0,73.1,73.15,80.55,84.425
7529,71.5,30561.5,30490.0,72.95,72.975,80.27,84.295
7530,71.5,30560.5,30489.0,72.75,72.9,79.99,84.16
7531,72.5,30561.5,30489.0,72.65,72.9,79.67,84.02
7532,73.0,30563.0,30490.0,72.9,72.775,79.41,83.9
7533,73.5,30562.5,30489.0,72.9,72.75,79.16,83.76
7534,71.0,30557.0,30486.0,72.75,72.7,78.85,83.6
7535,70.0,30556.0,30486.0,72.6,72.525,78.56,83.425
7536,69.5,30555.5,30486.0,72.3,72.375,78.16,83.27
7537,70.0,30556.0,30486.0,71.75,72.325,77.82,83.095
7538,71.5,30556.5,30485.0,71.4,72.25,77.51,82.96
7539,71.5,30555.5,30484.0,71.4,72.175,77.19,82.81
7540,73.5,30554.5,30481.0,71.6,72.175,76.91,82.605
7541,69.5,30550.5,30481.0,71.3,71.975,76.54,82.36
7542,71.0,30551.0,30480.0,71.1,72.0,76.19,82.195
7543,71.5,30551.5,30480.0,70.9,71.9,75.86,82.02
7544,74.5,30554.5,30480.0,71.25,72.0,75.58,81.885
7545,73.0,30553.0,30480.0,71.55,72.075,75.26,81.745
7546,74.5,30552.5,30478.0,72.05,72.175,74.93,81.61
7547,76.5,30553.5,30477.0,72.7,72.225,74.7,81.475
7548,78.5,30557.5,30479.0,73.4,72.4,74.53,81.365
7549,83.0,30560.0,30477.0,74.55,72.975,74.47,81.33
7550,83.5,30563.5,30480.0,75.55,73.575,74.5,81.3
7551,83.5,30563.5,30480.0,76.95,74.125,74.58,81.26
7552,85.5,30565.5,30480.0,78.4,74.75,74.61,81.27
7553,85.5,30564.5,30479.0,79.8,75.35,74.69,81.265
7554,84.5,30564.5,30480.0,80.8,76.025,74.77,81.23
7555,82.5,30562.5,30480.0,81.75,76.65,74.8,81.2
7556,84.5,30562.5,30478.0,82.75,77.4,74.78,81.14
7557,80.5,30560.5,30480.0,83.15,77.925,74.82,81.04
7558,83.5,30562.5,30479.0,83.65,78.525,74.95,80.975
7559,85.0,30563.0,30478.0,83.85,79.2,75.15,80.91
7560,87.0,30563.0,30476.0,84.2,79.875,75.43,80.84
7561,86.5,30566.5,30480.0,84.5,80.725,75.71,80.83
7562,89.0,30567.0,30478.0,84.85,81.625,75.98,80.825
7563,85.5,30564.5,30479.0,84.85,82.325,76.21,80.78
7564,87.0,30566.0,30479.0,85.1,82.95,76.51,80.805
7565,88.0,30564.0,30476.0,85.65,83.7,76.8,80.81
7566,86.0,30563.0,30477.0,85.8,84.275,77.07,80.805
7567,85.0,30564.0,30479.0,86.25,84.7,77.35,80.765
7568,81.5,30562.5,30481.0,86.05,84.85,77.52,80.67
7569,86.0,30566.0,30480.0,86.15,85.0,77.78,80.655
7570,90.5,30569.5,30479.0,86.5,85.35,78.12,80.68
7571,90.0,30567.0,30477.0,86.85,85.675,78.45,80.685
7572,92.0,30569.0,30477.0,87.15,86.0,78.88,80.66
7573,97.5,30573.5,30476.0,88.35,86.6,79.36,80.715
7574,93.0,30571.0,30478.0,88.95,87.025,79.77,80.72
7575,93.5,30569.5,30476.0,89.5,87.575,80.21,80.76
7576,92.0,30570.0,30478.0,90.1,87.95,80.6,80.8
7577,88.5,30566.5,30478.0,90.45,88.35,80.86,80.8
7578,87.0,30567.0,30480.0,91.0,88.525,81.1,80.825
7579,85.5,30565.5,30480.0,90.95,88.55,81.38,80.825
7580,86.5,30567.5,30481.0,90.55,88.525,81.68,80.835
7581,87.0,30567.0,30480.0,90.25,88.55,81.97,80.82
7582,85.0,30566.0,30481.0,89.55,88.35,82.21,80.81
7583,89.5,30569.5,30480.0,88.75,88.55,82.53,80.845
7584,90.5,30569.5,30479.0,88.5,88.725,82.92,80.885
7585,88.0,30569.0,30481.0,87.95,88.725,83.28,80.92
7586,90.5,30570.5,30480.0,87.8,88.95,83.7,80.93
7587,87.5,30568.5,30481.0,87.7,89.075,84.05,80.935
7588,89.5,30575.5,30486.0,87.95,89.475,84.41,80.96
7589,85.5,30571.5,30486.0,87.95,89.45,84.69,80.94
7590,83.5,30569.5,30486.0,87.65,89.1,84.89,80.9
7591,81.5,30566.5,30485.0,87.1,88.675,85.13,80.835
7592,85.0,30570.0,30485.0,87.1,88.325,85.41,80.8
7593,84.5,30569.5,30485.0,86.6,87.675,85.67,80.765
7594,86.5,30571.5,30485.0,86.2,87.35,85.91,80.745
7595,90.0,30576.0,30486.0,86.4,87.175,86.25,80.755
7596,91.5,30579.5,30488.0,86.5,87.15,86.59,80.76
7597,92.5,30578.5,30486.0,87.0,87.35,86.91,80.805
7598,87.5,30573.5,30486.0,86.8,87.375,87.09,80.81
7599,89.0,30575.0,30486.0,87.15,87.55,87.21,80.84
7600,89.5,30574.5,30485.0,87.75,87.7,87.33,80.915
7601,89.5,30574.5,30485.0,88.55,87.825,87.45,81.015
7602,90.5,30576.5,30486.0,89.1,88.1,87.55,81.08
7603,85.5,30571.5,30486.0,89.2,87.9,87.55,81.12
7604,89.5,30575.5,30486.0,89.5,87.85,87.65,81.21
7605,87.5,30573.5,30486.0,89.25,87.825,87.75,81.275
7606,86.5,30574.5,30488.0,88.75,87.625,87.79,81.285
7607,84.0,30574.0,30490.0,87.9,87.45,87.86,81.34
7608,86.5,30576.5,30490.0,87.8,87.3,87.92,81.435
7609,87.0,30578.0,30491.0,87.6,87.375,87.96,81.555
7610,84.5,30576.5,30492.0,87.1,87.425,87.91,81.67
7611,87.0,30580.0,30493.0,86.85,87.7,87.92,81.815
7612,87.0,30583.0,30496.0,86.5,87.8,87.88,81.93
7613,85.5,30580.5,30495.0,86.5,87.85,87.88,82.045
7614,82.0,30579.0,30497.0,85.75,87.625,87.78,82.145
7615,84.5,30581.5,30497.0,85.45,87.35,87.71,82.255
7616,85.0,30582.0,30497.0,85.3,87.025,87.69,82.38
7617,85.5,30581.5,30496.0,85.45,86.675,87.7,82.525
7618,84.5,30581.5,30497.0,85.25,86.525,87.76,82.64
7619,85.0,30580.0,30495.0,85.05,86.325,87.74,82.76
7620,84.5,30579.5,30495.0,85.05,86.075,87.62,82.87
7621,79.5,30574.5,30495.0,84.3,85.575,87.41,82.93
7622,74.0,30571.0,30497.0,83.0,84.75,87.05,82.965
7623,77.5,30574.5,30497.0,82.2,84.35,86.65,83.005
7624,80.5,30574.5,30494.0,82.05,83.9,86.4,83.085
7625,81.0,30577.0,30496.0,81.7,83.575,86.15,83.18
7626,81.5,30576.5,30495.0,81.35,83.325,85.94,83.27
7627,77.0,30575.0,30498.0,80.5,82.975,85.71,83.285
7628,75.5,30573.5,30498.0,79.6,82.425,85.48,83.29
7629,74.5,30568.5,30494.0,78.55,81.8,85.26,83.32
7630,75.5,30569.5,30494.0,77.65,81.35,85.04,83.36
7631,74.0,30568.0,30494.0,77.1,80.7,84.78,83.375
7632,69.0,30563.0,30494.0,76.6,79.8,84.46,83.335
7633,68.0,30562.0,30494.0,75.65,78.925,84.03,83.28
7634,70.0,30564.0,30494.0,74.6,78.325,83.62,83.27
7635,68.5,30562.5,30494.0,73.35,77.525,83.23,83.255
7636,69.0,30564.0,30495.0,72.1,76.725,82.8,83.25
7637,69.0,30564.0,30495.0,71.3,75.9,82.43,83.24
7638,66.0,30561.0,30495.0,70.35,74.975,81.96,83.185
7639,69.5,30565.5,30496.0,69.85,74.2,81.64,83.165
7640,68.0,30564.0,30496.0,69.1,73.375,81.33,83.11
7641,69.0,30565.0,30496.0,68.6,72.85,81.08,83.105
7642,69.0,30565.0,30496.0,68.6,72.6,80.76,83.085
7643,71.0,30567.0,30496.0,68.9,72.275,80.49,83.08
7644,71.0,30567.0,30496.0,69.0,71.8,80.18,83.045
7645,71.0,30563.0,30492.0,69.25,71.3,79.8,83.025
7646,73.5,30565.5,30492.0,69.7,70.9,79.44,83.015
7647,76.5,30568.5,30492.0,70.45,70.875,79.12,83.015
7648,75.0,30567.0,30492.0,71.35,70.85,78.87,82.98
7649,73.0,30561.0,30488.0,71.7,70.775,78.55,82.88
7650,74.5,30562.5,30488.0,72.35,70.725,78.25,82.79
7651,73.5,30561.5,30488.0,72.8,70.7,77.93,82.69
7652,74.0,30559.0,30485.0,73.3,70.95,77.6,82.575
7653,71.5,30557.5,30486.0,73.35,71.125,77.32,82.435
7654,73.5,30559.5,30486.0,73.6,71.3,77.0,82.325
7655,71.0,30557.0,30486.0,73.6,71.425,76.67,82.21
7656,73.0,30559.0,30486.0,73.55,71.625,76.4,82.095
7657,73.0,30560.0,30487.0,73.2,71.825,76.18,82.02
7658,69.5,30557.5,30488.0,72.65,72.0,75.84,81.88
7659,64.5,30551.5,30487.0,71.8,71.75,75.39,81.675
7660,63.0,30552.0,30489.0,70.65,71.5,74.96,81.435
7661,63.5,30550.5,30487.0,69.65,71.225,74.49,81.205
7662,64.5,30550.5,30486.0,68.7,71.0,74.04,80.96
7663,65.5,30550.5,30485.0,68.1,70.725,73.64,80.76
7664,61.0,30548.0,30487.0,66.85,70.225,73.22,80.5
7665,63.5,30548.5,30485.0,66.1,69.85,72.8,80.255
7666,64.5,30550.5,30486.0,65.25,69.4,72.39,80.04
7667,66.0,30553.0,30487.0,64.55,68.875,72.0,79.85
7668,67.0,30554.0,30487.0,64.3,68.475,71.65,79.705
7669,68.5,30556.5,30488.0,64.7,68.25,71.32,79.53
7670,67.5,30555.5,30488.0,65.15,67.9,70.98,79.3
7671,64.5,30552.5,30488.0,65.25,67.45,70.68,79.045
7672,69.5,30557.5,30488.0,65.75,67.225,70.59,78.82
7673,71.5,30559.5,30488.0,66.35,67.225,70.47,78.56
7674,70.0,30556.0,30486.0,67.25,67.05,70.26,78.33
7675,73.5,30558.5,30485.0,68.25,67.175,70.11,78.13
7676,73.5,30559.5,30486.0,69.15,67.2,69.95,77.945
7677,75.5,30559.5,30484.0,70.1,67.325,69.92,77.815
7678,79.0,30563.0,30484.0,71.3,67.8,69.99,77.735
7679,79.5,30565.5,30486.0,72.4,68.55,70.09,77.675
7680,79.5,30565.5,30486.0,73.6,69.375,70.17,77.605
7681,78.5,30566.5,30488.0,75.0,70.125,70.26,77.52
7682,77.5,30564.5,30487.0,75.8,70.775,70.43,77.445
7683,73.5,30560.5,30487.0,76.0,71.175,70.54,77.285
7684,72.0,30559.0,30487.0,76.2,71.725,70.58,77.1
7685,69.0,30559.0,30490.0,75.75,72.0,70.59,76.91
7686,70.0,30559.0,30489.0,75.4,72.275,70.61,76.705
7687,71.0,30560.0,30489.0,74.95,72.525,70.65,76.54
7688,70.5,30559.5,30489.0,74.1,72.7,70.74,76.35
7689,71.5,30561.5,30490.0,73.3,72.85,70.78,76.21
7690,70.5,30561.5,30491.0,72.4,73.0,70.83,76.08
7691,70.5,30564.5,30494.0,71.6,73.3,70.86,75.97
7692,71.0,30565.0,30494.0,70.95,73.375,70.9,75.83
7693,77.0,30571.0,30494.0,71.3,73.65,71.02,75.755
7694,79.0,30570.0,30491.0,72.0,74.1,71.18,75.68
7695,76.5,30564.5,30488.0,72.75,74.25,71.29,75.545
7696,74.0,30562.0,30488.0,73.15,74.275,71.3,75.37
7697,75.5,30564.5,30489.0,73.6,74.275,71.28,75.2
7698,74.5,30562.5,30488.0,74.0,74.05,71.27,75.07
7699,73.5,30561.5,30488.0,74.2,73.75,71.28,74.915
7700,73.0,30563.0,30490.0,74.45,73.425,71.25,74.75
7701,78.0,30566.0,30488.0,75.2,73.4,71.34,74.635
7702,72.5,30560.5,30488.0,75.35,73.15,71.31,74.455
7703,72.5,30562.5,30490.0,74.9,73.1,71.33,74.325
7704,73.5,30562.5,30489.0,74.35,73.175,71.33,74.165
7705,74.5,30560.5,30486.0,74.15,73.45,71.4,74.035
7706,75.5,30561.5,30486.0,74.3,73.725,71.45,73.925
7707,74.5,30562.5,30488.0,74.2,73.9,71.48,73.83
7708,71.0,30559.0,30488.0,73.85,73.925,71.51,73.675
7709,68.5,30558.5,30490.0,73.35,73.775,71.59,73.49
7710,68.5,30558.5,30490.0,72.9,73.675,71.7,73.33
7711,65.0,30555.0,30490.0,71.6,73.4,71.73,73.11
7712,65.5,30555.5,30490.0,70.9,73.125,71.75,72.895
7713,65.5,30554.5,30489.0,70.2,72.55,71.75,72.695
7714,70.0,30560.0,30490.0,69.85,72.1,71.93,72.575
7715,68.0,30558.0,30490.0,69.2,71.675,72.02,72.41
7716,70.0,30565.0,30495.0,68.65,71.475,72.13,72.26
7717,70.5,30564.5,30494.0,68.25,71.225,72.22,72.11
7718,66.5,30558.5,30492.0,67.8,70.825,72.21,71.93
7719,66.5,30558.5,30492.0,67.6,70.475,72.17,71.745
7720,69.0,30559.0,30490.0,67.65,70.275,72.2,71.59
7721,64.0,30554.0,30490.0,67.55,69.575,72.19,71.435
7722,67.0,30555.0,30488.0,67.7,69.3,72.14,71.365
7723,67.0,30555.0,30488.0,67.85,69.025,72.05,71.26
7724,68.5,30556.5,30488.0,67.7,68.775,72.02,71.14
7725,73.0,30561.0,30488.0,68.2,68.7,72.01,71.06
7726,73.5,30560.5,30487.0,68.55,68.6,72.01,70.98
7727,72.0,30560.0,30488.0,68.7,68.475,71.94,70.93
7728,71.0,30559.0,30488.0,69.15,68.475,71.78,70.885
7729,73.0,30561.0,30488.0,69.8,68.7,71.65,70.87
7730,71.0,30558.0,30487.0,70.0,68.825,71.48,70.825
7731,74.5,30561.5,30487.0,71.05,69.3,71.4,70.83
7732,75.0,30562.0,30487.0,71.85,69.775,71.35,70.89
7733,71.5,30558.5,30487.0,72.3,70.075,71.31,70.925
7734,72.5,30559.5,30487.0,72.7,70.2,71.32,70.95
7735,73.5,30560.5,30487.0,72.75,70.475,71.41,71.0
7736,70.5,30557.5,30487.0,72.45,70.5,71.42,71.015
7737,73.0,30560.0,30487.0,72.55,70.625,71.46,71.055
7738,72.5,30560.5,30488.0,72.7,70.925,71.5,71.12
7739,76.5,30566.5,30490.0,73.05,71.425,71.6,71.19
7740,71.5,30561.5,30490.0,73.1,71.55,71.62,71.225
7741,67.0,30557.0,30490.0,72.35,71.7,71.55,71.205
7742,67.5,30562.5,30495.0,71.6,71.725,71.48,71.19
7743,71.5,30566.5,30495.0,71.6,71.95,71.37,71.195
7744,69.5,30565.5,30496.0,71.3,72.0,71.18,71.18
7745,73.0,30569.0,30496.0,71.25,72.0,71.11,71.2
7746,72.0,30571.0,30499.0,71.4,71.925,71.07,71.185
7747,73.5,30572.5,30499.0,71.45,72.0,71.03,71.155
