tick,pb2_mid,nav
807800,30308.5,30320.0
807900,30308.5,30320.0
808000,30310.5,30322.0
808100,30311.5,30320.0
808200,30310.5,30321.0
808300,30307.0,30320.0
808400,30309.0,30320.0
808500,30308.0,30320.0
808600,30307.0,30319.0
808700,30308.0,30319.0
808800,30310.5,30319.0
808900,30311.5,30317.0
809000,30312.5,30317.0
809100,30314.0,30318.0
809200,30315.5,30316.0
809300,30311.5,30318.0
809400,30308.0,30314.0
809500,30308.0,30314.0
809600,30310.0,30314.0
809700,30303.5,30310.0
809800,30304.0,30310.0
809900,30301.0,30306.0
810000,30303.5,30306.0
810100,30301.5,30307.0
810200,30297.5,30304.0
810300,30295.0,30303.0
810400,30297.5,30307.0
810500,30296.5,30306.0
810600,30297.0,30307.0
810700,30297.0,30306.0
810800,30295.0,30304.0
810900,30293.5,30303.0
811000,30293.0,30303.0
811100,30294.0,30304.0
811200,30296.5,30304.0
811300,30294.5,30304.0
811400,30292.0,30306.0
811500,30294.5,30306.0
811600,30297.5,30309.0
811700,30300.5,30312.0
811800,30303.5,30311.0
811900,30303.0,30310.0
812000,30295.0,30310.0
812100,30303.5,30316.0
812200,30304.0,30314.0
812300,30305.5,30314.0
812400,30301.0,30311.0
812500,30299.5,30313.0
812600,30296.5,30310.0
812700,30300.5,30310.0
812800,30300.0,30310.0
812900,30296.5,30309.0
813000,30294.0,30308.0
813100,30297.5,30308.0
813200,30296.0,30308.0
813300,30295.5,30306.0
813400,30295.5,30306.0
813500,30295.5,30306.0
813600,30294.5,30302.0
813700,30296.5,30304.0
813800,30299.5,30303.0
813900,30299.5,30302.0
814000,30297.0,30302.0
814100,30301.0,30302.0
814200,30299.0,30302.0
814300,30303.0,30302.0
814400,30308.0,30306.0
814500,30310.5,30306.0
814600,30313.5,30306.0
814700,30313.5,30304.0
814800,30311.0,30302.0
814900,30313.5,30304.0
815000,30319.5,30311.0
815100,30318.0,30312.0
815200,30319.5,30312.0
815300,30316.5,30312.0
815400,30316.0,30312.0
815500,30316.5,30312.0
815600,30314.5,30310.0
815700,30312.0,30306.0
815800,30311.5,30306.0
815900,30308.0,30304.0
816000,30307.5,30303.0
816100,30308.5,30304.0
816200,30314.5,30304.0
816300,30316.0,30304.0
816400,30316.0,30306.0
816500,30312.0,30306.0
816600,30313.0,30307.0
816700,30314.5,30310.0
816800,30314.5,30309.0
816900,30311.0,30308.0
817000,30315.0,30306.0
817100,30317.5,30308.0
817200,30319.0,30310.0
817300,30319.5,30310.0
817400,30315.0,30310.0
817500,30315.5,30310.0
817600,30312.0,30306.0
817700,30315.5,30306.0
817800,30319.5,30310.0
817900,30321.0,30308.0
818000,30321.0,30308.0
818100,30318.5,30309.0
818200,30319.5,30310.0
818300,30316.5,30308.0
818400,30313.5,30303.0
818500,30316.5,30304.0
818600,30314.0,30302.0
818700,30315.5,30305.0
818800,30318.0,30304.0
818900,30315.0,30304.0
819000,30317.5,30304.0
819100,30314.5,30304.0
819200,30312.5,30300.0
819300,30317.5,30302.0
819400,30316.0,30304.0
819500,30317.0,30304.0
819600,30316.5,30304.0
819700,30314.0,30301.0
819800,30315.5,30302.0
819900,30316.5,30303.0
820000,30316.0,30302.0
820100,30315.0,30306.0
820200,30321.5,30308.0
820300,30319.0,30307.0
820400,30321.0,30309.0
820500,30321.0,30309.0
820600,30319.5,30308.0
820700,30317.5,30308.0
820800,30317.5,30307.0
820900,30316.5,30306.0
821000,30316.5,30306.0
821100,30315.5,30306.0
821200,30314.5,30306.0
821300,30315.0,30306.0
821400,30313.5,30306.0
821500,30312.0,30305.0
821600,30312.0,30304.0
821700,30312.5,30304.0
821800,30312.0,30304.0
821900,30312.5,30303.0
822000,30308.0,30300.0
822100,30308.0,30299.0
822200,30308.0,30298.0
822300,30304.5,30295.0
822400,30305.0,30296.0
822500,30304.5,30293.0
822600,30305.0,30292.0
822700,30306.5,30292.0
822800,30305.5,30292.0
822900,30306.5,30289.0
823000,30305.0,30289.0
823100,30300.5,30289.0
823200,30303.0,30289.0
823300,30299.5,30288.0
823400,30307.5,30291.0
823500,30306.5,30286.0
823600,30306.5,30286.0
823700,30307.5,30285.0
823800,30306.5,30287.0
823900,30304.0,30289.0
824000,30298.0,30284.0
824100,30295.0,30281.0
824200,30293.0,30278.0
824300,30290.5,30276.0
824400,30291.0,30276.0
824500,30291.5,30276.0
824600,30291.5,30275.0
824700,30295.5,30278.0
824800,30297.5,30278.0
824900,30301.0,30280.0
825000,30300.5,30278.0
825100,30300.5,30278.0
825200,30307.0,30284.0
825300,30306.5,30287.0
825400,30307.0,30289.0
825500,30304.5,30287.0
825600,30305.5,30286.0
825700,30300.0,30285.0
825800,30299.5,30285.0
825900,30301.0,30289.0
826000,30300.5,30286.0
826100,30302.5,30289.0
826200,30305.5,30288.0
826300,30305.0,30286.0
826400,30305.0,30286.0
826500,30308.5,30289.0
826600,30306.5,30285.0
826700,30307.0,30285.0
826800,30306.5,30286.0
826900,30306.0,30286.0
827000,30305.0,30286.0
827100,30308.5,30288.0
827200,30308.5,30286.0
827300,30309.0,30288.0
827400,30312.5,30293.0
827500,30311.5,30292.0
827600,30311.5,30292.0
827700,30311.5,30290.0
827800,30309.5,30291.0
827900,30307.5,30288.0
828000,30305.0,30290.0
828100,30308.0,30290.0
828200,30307.0,30289.0
828300,30305.5,30290.0
828400,30302.5,30288.0
828500,30303.5,30291.0
828600,30301.0,30290.0
828700,30298.5,30289.0
828800,30294.5,30288.0
828900,30296.5,30289.0
829000,30302.5,30291.0
829100,30304.5,30294.0
829200,30304.5,30292.0
829300,30308.5,30292.0
829400,30308.5,30292.0
829500,30304.5,30292.0
829600,30303.0,30291.0
829700,30301.0,30290.0
829800,30302.0,30290.0
829900,30303.5,30290.0
830000,30303.0,30288.0
830100,30301.5,30285.0
830200,30300.5,30283.0
830300,30304.5,30287.0
830400,30302.5,30285.0
830500,30299.5,30286.0
830600,30300.0,30287.0
830700,30301.0,30288.0
830800,30296.5,30285.0
830900,30293.5,30284.0
831000,30291.5,30283.0
831100,30292.5,30280.0
831200,30296.5,30283.0
831300,30292.5,30282.0
831400,30293.0,30280.0
831500,30295.0,30280.0
831600,30296.5,30280.0
831700,30298.5,30280.0
831800,30297.0,30280.0
831900,30298.0,30279.0
832000,30299.0,30279.0
832100,30304.5,30282.0
832200,30305.0,30280.0
832300,30304.5,30276.0
832400,30301.5,30275.0
832500,30300.0,30274.0
832600,30297.5,30276.0
832700,30297.0,30274.0
832800,30301.0,30280.0
832900,30305.5,30280.0
833000,30301.5,30282.0
833100,30302.0,30281.0
833200,30299.5,30282.0
833300,30299.5,30280.0
833400,30303.5,30280.0
833500,30305.5,30281.0
833600,30307.0,30282.0
833700,30306.5,30282.0
833800,30308.5,30283.0
833900,30308.0,30283.0
834000,30306.5,30282.0
834100,30305.0,30280.0
834200,30302.5,30280.0
834300,30306.0,30281.0
834400,30305.5,30280.0
834500,30305.0,30280.0
834600,30307.0,30280.0
834700,30304.5,30280.0
834800,30304.5,30280.0
834900,30305.5,30280.0
835000,30306.0,30279.0
835100,30308.5,30281.0
835200,30304.5,30282.0
835300,30303.0,30280.0
835400,30304.5,30280.0
835500,30306.5,30279.0
835600,30306.5,30278.0
835700,30307.5,30280.0
835800,30305.5,30280.0
835900,30303.5,30280.0
836000,30305.5,30281.0
836100,30311.0,30288.0
836200,30310.0,30288.0
836300,30312.5,30291.0
836400,30310.0,30291.0
836500,30314.0,30294.0
836600,30311.5,30292.0
836700,30313.5,30291.0
836800,30311.5,30291.0
836900,30312.5,30292.0
837000,30308.0,30292.0
837100,30305.0,30292.0
837200,30305.0,30292.0
837300,30300.5,30290.0
837400,30301.5,30289.0
837500,30298.0,30289.0
837600,30296.5,30289.0
837700,30297.5,30289.0
837800,30299.0,30287.0
837900,30297.0,30288.0
838000,30295.0,30287.0
838100,30293.0,30286.0
838200,30291.5,30284.0
838300,30293.0,30286.0
838400,30284.5,30282.0
838500,30285.0,30284.0
838600,30286.0,30284.0
838700,30287.5,30284.0
838800,30287.0,30284.0
838900,30290.5,30288.0
839000,30288.5,30286.0
839100,30288.5,30289.0
839200,30289.5,30288.0
839300,30288.5,30286.0
839400,30290.5,30290.0
839500,30289.0,30288.0
839600,30289.5,30289.0
839700,30285.0,30284.0
839800,30281.5,30285.0
839900,30282.5,30285.0
840000,30281.0,30285.0
840100,30280.5,30285.0
840200,30283.0,30286.0
840300,30283.5,30288.0
840400,30283.0,30287.0
840500,30284.0,30286.0
840600,30282.5,30286.0
840700,30282.5,30286.0
840800,30283.0,30284.0
840900,30284.5,30286.0
841000,30287.5,30286.0
841100,30289.5,30285.0
841200,30288.5,30285.0
841300,30290.5,30286.0
841400,30291.5,30286.0
841500,30288.0,30284.0
841600,30293.0,30289.0
841700,30293.5,30286.0
841800,30293.0,30284.0
841900,30296.0,30287.0
842000,30294.5,30287.0
842100,30296.0,30287.0
842200,30293.0,30285.0
842300,30294.5,30286.0
842400,30297.0,30286.0
842500,30299.0,30288.0
842600,30296.0,30286.0
842700,30296.5,30286.0
842800,30298.5,30286.0
842900,30300.5,30288.0
843000,30300.5,30288.0
843100,30301.0,30286.0
843200,30303.0,30284.0
843300,30299.0,30284.0
843400,30304.0,30284.0
843500,30304.5,30286.0
843600,30302.5,30284.0
843700,30302.0,30283.0
843800,30303.5,30284.0
843900,30303.0,30284.0
844000,30303.0,30283.0
844100,30303.5,30282.0
844200,30302.0,30282.0
844300,30299.5,30282.0
844400,30301.5,30282.0
844500,30298.0,30280.0
844600,30292.5,30273.0
844700,30291.5,30272.0
844800,30291.0,30272.0
844900,30290.5,30272.0
845000,30289.5,30272.0
845100,30293.0,30272.0
845200,30291.0,30270.0
845300,30289.5,30270.0
845400,30283.0,30268.0
845500,30281.5,30268.0
845600,30286.0,30270.0
845700,30289.0,30271.0
845800,30287.5,30271.0
845900,30293.5,30271.0
846000,30297.0,30272.0
846100,30297.5,30272.0
846200,30296.5,30271.0
846300,30295.5,30271.0
846400,30295.0,30272.0
846500,30296.5,30271.0
846600,30295.5,30271.0
846700,30295.5,30271.0
846800,30295.0,30272.0
846900,30298.0,30275.0
847000,30299.5,30274.0
847100,30300.0,30271.0
847200,30302.0,30270.0
847300,30299.5,30273.0
847400,30299.5,30271.0
847500,30300.0,30272.0
847600,30301.5,30271.0
847700,30298.5,30269.0
847800,30297.0,30269.0
847900,30300.5,30270.0
848000,30301.5,30268.0
848100,30301.5,30267.0
848200,30298.5,30266.0
848300,30301.0,30266.0
848400,30305.0,30270.0
848500,30309.5,30269.0
848600,30308.5,30270.0
848700,30311.5,30271.0
848800,30310.5,30273.0
848900,30308.0,30272.0
849000,30306.0,30272.0
849100,30306.5,30272.0
849200,30304.0,30272.0
849300,30302.5,30272.0
849400,30302.5,30272.0
849500,30303.0,30272.0
849600,30307.5,30274.0
849700,30310.5,30274.0
849800,30312.0,30274.0
849900,30315.0,30273.0
850000,30311.5,30271.0
850100,30311.0,30267.0
850200,30310.0,30264.0
850300,30305.5,30263.0
850400,30306.0,30263.0
850500,30305.0,30262.0
850600,30305.5,30262.0
850700,30303.5,30262.0
850800,30303.0,30261.0
850900,30308.0,30260.0
851000,30306.0,30258.0
851100,30304.5,30257.0
851200,30303.5,30254.0
851300,30300.5,30252.0
851400,30299.5,30252.0
851500,30292.0,30251.0
851600,30290.0,30250.0
851700,30293.5,30252.0
851800,30292.5,30248.0
851900,30291.5,30250.0
852000,30292.5,30250.0
852100,30294.0,30250.0
852200,30293.0,30249.0
852300,30294.5,30248.0
852400,30294.5,30248.0
852500,30291.0,30248.0
852600,30290.5,30247.0
852700,30286.0,30244.0
852800,30285.5,30244.0
852900,30282.5,30240.0
853000,30282.5,30240.0
853100,30282.0,30240.0
853200,30289.0,30242.0
853300,30288.5,30239.0
853400,30292.5,30240.0
853500,30290.5,30242.0
853600,30292.0,30243.0
853700,30296.5,30243.0
853800,30292.5,30242.0
853900,30292.0,30244.0
854000,30297.5,30244.0
854100,30294.0,30244.0
854200,30291.0,30242.0
854300,30291.0,30245.0
854400,30291.0,30242.0
854500,30291.5,30243.0
854600,30294.5,30245.0
854700,30293.5,30244.0
854800,30296.0,30244.0
854900,30294.5,30244.0
855000,30295.0,30243.0
855100,30297.5,30244.0
855200,30294.5,30244.0
855300,30294.5,30241.0
855400,30292.5,30243.0
855500,30293.5,30241.0
855600,30295.5,30240.0
855700,30291.5,30240.0
855800,30292.5,30240.0
855900,30294.5,30242.0
856000,30293.0,30245.0
856100,30294.5,30242.0
856200,30291.5,30242.0
856300,30291.0,30242.0
856400,30293.0,30244.0
856500,30293.0,30242.0
856600,30292.0,30243.0
856700,30295.5,30245.0
856800,30295.0,30244.0
856900,30296.0,30244.0
857000,30297.0,30243.0
857100,30296.0,30243.0
857200,30294.0,30243.0
857300,30293.0,30242.0
857400,30292.0,30242.0
857500,30290.0,30242.0
857600,30289.5,30242.0
857700,30289.5,30240.0
857800,30287.5,30241.0
857900,30292.0,30242.0
858000,30291.5,30244.0
858100,30293.0,30246.0
858200,30291.0,30244.0
858300,30291.5,30244.0
858400,30293.0,30245.0
858500,30296.0,30246.0
858600,30294.5,30244.0
858700,30293.5,30242.0
858800,30291.5,30240.0
858900,30290.5,30244.0
859000,30296.5,30244.0
859100,30297.0,30247.0
859200,30298.0,30248.0
859300,30301.5,30247.0
859400,30297.0,30247.0
859500,30297.0,30247.0
859600,30296.5,30246.0
859700,30295.5,30246.0
859800,30291.5,30245.0
859900,30289.5,30244.0
860000,30289.0,30244.0
860100,30289.0,30243.0
860200,30288.0,30245.0
860300,30287.5,30243.0
860400,30287.0,30242.0
860500,30290.0,30243.0
860600,30293.0,30243.0
860700,30292.5,30247.0
860800,30293.0,30247.0
860900,30293.0,30247.0
861000,30290.5,30247.0
861100,30289.5,30248.0
861200,30290.5,30247.0
861300,30289.5,30246.0
861400,30287.0,30244.0
861500,30282.5,30241.0
861600,30282.0,30239.0
861700,30278.5,30240.0
861800,30277.0,30238.0
861900,30276.0,30238.0
862000,30273.5,30237.0
862100,30275.0,30239.0
862200,30271.0,30236.0
862300,30274.5,30236.0
862400,30277.0,30238.0
862500,30275.5,30237.0
862600,30269.5,30236.0
862700,30269.5,30235.0
862800,30269.5,30235.0
862900,30266.0,30234.0
863000,30267.5,30230.0
863100,30267.5,30230.0
863200,30264.0,30230.0
863300,30265.5,30231.0
863400,30266.0,30235.0
863500,30267.0,30234.0
863600,30264.5,30234.0
863700,30264.5,30234.0
863800,30263.0,30232.0
863900,30264.0,30232.0
864000,30265.5,30230.0
864100,30262.5,30230.0
864200,30260.5,30226.0
864300,30257.5,30225.0
864400,30258.0,30226.0
864500,30255.5,30227.0
864600,30255.5,30226.0
864700,30256.0,30228.0
864800,30258.0,30227.0
864900,30260.0,30229.0
865000,30259.5,30229.0
865100,30258.5,30228.0
865200,30257.0,30226.0
865300,30258.0,30225.0
865400,30259.0,30226.0
865500,30260.0,30225.0
865600,30260.0,30226.0
865700,30262.5,30224.0
865800,30262.5,30226.0
865900,30264.5,30229.0
866000,30262.5,30227.0
866100,30263.5,30225.0
866200,30262.0,30224.0
866300,30262.5,30225.0
866400,30262.0,30224.0
866500,30262.0,30224.0
866600,30258.5,30225.0
866700,30259.5,30225.0
866800,30256.0,30223.0
866900,30259.5,30224.0
867000,30257.0,30223.0
867100,30260.0,30224.0
867200,30262.0,30226.0
867300,30262.5,30224.0
867400,30265.0,30224.0
867500,30268.5,30225.0
867600,30266.0,30225.0
867700,30268.0,30225.0
867800,30268.0,30225.0
867900,30269.0,30225.0
868000,30268.5,30226.0
868100,30272.0,30227.0
868200,30272.5,30227.0
868300,30271.5,30226.0
868400,30271.0,30226.0
868500,30270.5,30226.0
868600,30272.5,30226.0
868700,30270.0,30226.0
868800,30269.0,30226.0
868900,30269.0,30226.0
869000,30270.0,30226.0
869100,30272.5,30226.0
869200,30268.5,30226.0
869300,30270.0,30226.0
869400,30266.5,30226.0
869500,30264.5,30224.0
869600,30260.0,30225.0
869700,30258.0,30224.0
869800,30254.0,30220.0
869900,30257.5,30220.0
870000,30256.5,30221.0
870100,30256.5,30217.0
870200,30255.5,30217.0
870300,30259.5,30216.0
870400,30253.0,30216.0
870500,30256.5,30216.0
870600,30257.0,30217.0
870700,30255.5,30218.0
870800,30251.5,30217.0
870900,30254.0,30217.0
871000,30251.0,30216.0
871100,30251.5,30216.0
871200,30254.0,30216.0
871300,30256.5,30216.0
871400,30261.5,30216.0
871500,30263.0,30220.0
871600,30262.0,30218.0
871700,30263.5,30220.0
871800,30262.5,30216.0
871900,30262.0,30216.0
872000,30264.5,30218.0
872100,30265.5,30221.0
872200,30267.0,30220.0
872300,30262.5,30221.0
872400,30265.0,30220.0
872500,30265.5,30220.0
872600,30268.5,30219.0
872700,30264.0,30218.0
872800,30266.5,30218.0
872900,30267.0,30221.0
873000,30267.5,30223.0
873100,30272.5,30222.0
873200,30272.0,30220.0
873300,30274.5,30220.0
873400,30273.5,30221.0
873500,30268.5,30220.0
873600,30264.5,30221.0
873700,30265.0,30222.0
873800,30262.0,30222.0
873900,30263.5,30226.0
874000,30261.5,30225.0
874100,30263.5,30225.0
874200,30266.0,30225.0
874300,30275.0,30232.0
874400,30278.5,30230.0
874500,30277.5,30230.0
874600,30278.0,30232.0
874700,30277.0,30233.0
874800,30281.0,30238.0
874900,30280.5,30234.0
875000,30282.5,30237.0
875100,30281.0,30239.0
875200,30282.5,30236.0
875300,30284.5,30237.0
875400,30287.5,30241.0
875500,30290.0,30241.0
875600,30288.5,30242.0
875700,30288.5,30240.0
875800,30289.0,30239.0
875900,30290.5,30240.0
876000,30292.5,30241.0
876100,30293.5,30240.0
876200,30292.5,30240.0
876300,30293.5,30241.0
876400,30293.0,30240.0
876500,30291.0,30240.0
876600,30289.5,30240.0
876700,30291.5,30240.0
876800,30292.0,30241.0
876900,30292.0,30238.0
877000,30293.5,30239.0
877100,30296.0,30239.0
877200,30294.0,30239.0
877300,30295.0,30239.0
877400,30296.0,30245.0
877500,30295.0,30242.0
877600,30295.5,30243.0
877700,30291.0,30239.0
877800,30289.0,30240.0
877900,30288.0,30240.0
878000,30284.5,30240.0
878100,30282.0,30240.0
878200,30285.0,30239.0
878300,30284.0,30234.0
878400,30284.5,30235.0
878500,30283.5,30236.0
878600,30283.0,30236.0
878700,30289.0,30237.0
878800,30290.0,30236.0
878900,30296.0,30241.0
879000,30298.0,30241.0
879100,30293.0,30241.0
879200,30297.0,30242.0
879300,30300.5,30242.0
879400,30304.5,30242.0
879500,30302.5,30242.0
879600,30307.5,30244.0
879700,30308.5,30244.0
879800,30309.0,30244.0
879900,30305.5,30244.0
880000,30302.0,30240.0
880100,30297.5,30240.0
880200,30294.0,30239.0
880300,30295.0,30239.0
880400,30297.5,30240.0
880500,30296.0,30240.0
880600,30296.5,30241.0
880700,30295.0,30242.0
880800,30298.0,30241.0
880900,30302.0,30244.0
881000,30306.5,30244.0
881100,30303.5,30244.0
881200,30302.5,30244.0
881300,30301.0,30248.0
881400,30303.5,30249.0
881500,30301.0,30247.0
881600,30303.5,30248.0
881700,30302.5,30246.0
881800,30298.0,30246.0
881900,30302.5,30246.0
882000,30303.5,30249.0
882100,30305.5,30250.0
882200,30305.0,30253.0
882300,30307.0,30254.0
882400,30305.5,30252.0
882500,30306.0,30253.0
882600,30312.0,30258.0
882700,30318.5,30262.0
882800,30325.5,30268.0
882900,30324.0,30264.0
883000,30329.5,30266.0
883100,30331.5,30266.0
883200,30331.5,30267.0
883300,30326.0,30266.0
883400,30322.0,30261.0
883500,30320.5,30261.0
883600,30320.0,30262.0
883700,30322.0,30261.0
883800,30319.0,30260.0
883900,30321.0,30260.0
884000,30324.5,30260.0
884100,30319.0,30258.0
884200,30320.5,30258.0
884300,30322.0,30257.0
884400,30325.5,30256.0
884500,30320.5,30255.0
884600,30317.0,30253.0
884700,30314.5,30252.0
884800,30316.5,30252.0
884900,30316.5,30252.0
885000,30317.0,30251.0
885100,30318.0,30252.0
885200,30315.0,30252.0
885300,30316.0,30252.0
885400,30316.5,30251.0
885500,30319.0,30250.0
885600,30317.5,30248.0
885700,30322.5,30250.0
885800,30319.0,30250.0
885900,30322.5,30250.0
886000,30321.0,30251.0
886100,30321.0,30248.0
886200,30320.5,30246.0
886300,30320.5,30246.0
886400,30323.5,30246.0
886500,30320.5,30245.0
886600,30318.0,30242.0
886700,30320.0,30244.0
886800,30320.0,30244.0
886900,30320.0,30243.0
887000,30319.5,30242.0
887100,30315.0,30244.0
887200,30316.0,30241.0
887300,30313.0,30241.0
887400,30315.0,30241.0
887500,30318.0,30241.0
887600,30318.5,30244.0
887700,30316.5,30241.0
887800,30314.5,30242.0
887900,30316.5,30245.0
888000,30318.5,30246.0
888100,30318.0,30244.0
888200,30316.0,30246.0
888300,30317.0,30245.0
888400,30315.5,30245.0
888500,30322.5,30245.0
888600,30314.5,30243.0
888700,30315.5,30242.0
888800,30316.0,30245.0
888900,30315.5,30244.0
889000,30316.0,30244.0
889100,30323.0,30250.0
889200,30319.0,30248.0
889300,30323.0,30250.0
889400,30323.0,30250.0
889500,30324.0,30250.0
889600,30322.5,30249.0
889700,30319.5,30249.0
889800,30318.0,30248.0
889900,30315.0,30248.0
890000,30318.0,30248.0
890100,30320.5,30253.0
890200,30326.5,30256.0
890300,30331.0,30260.0
890400,30327.0,30258.0
890500,30325.0,30255.0
890600,30323.0,30253.0
890700,30325.0,30255.0
890800,30325.5,30255.0
890900,30326.5,30255.0
891000,30332.0,30257.0
891100,30331.5,30259.0
891200,30332.5,30259.0
891300,30334.5,30259.0
891400,30335.5,30258.0
891500,30330.5,30256.0
891600,30331.0,30257.0
891700,30329.0,30254.0
891800,30328.5,30254.0
891900,30329.5,30254.0
892000,30331.0,30254.0
892100,30333.0,30255.0
892200,30333.5,30257.0
892300,30332.0,30259.0
892400,30330.0,30256.0
892500,30328.0,30256.0
892600,30332.5,30258.0
892700,30332.0,30258.0
892800,30332.0,30259.0
892900,30333.0,30260.0
893000,30332.5,30258.0
893100,30330.5,30256.0
893200,30329.5,30258.0
893300,30326.5,30260.0
893400,30327.5,30258.0
893500,30324.0,30259.0
893600,30324.5,30258.0
893700,30323.5,30257.0
893800,30321.0,30256.0
893900,30321.5,30256.0
894000,30324.0,30258.0
894100,30326.0,30259.0
894200,30325.5,30258.0
894300,30328.0,30258.0
894400,30323.5,30258.0
894500,30325.5,30256.0
894600,30326.5,30255.0
894700,30329.5,30258.0
894800,30333.5,30261.0
894900,30334.0,30262.0
895000,30335.0,30260.0
895100,30336.5,30260.0
895200,30336.5,30260.0
895300,30334.5,30258.0
895400,30337.5,30257.0
895500,30335.0,30258.0
895600,30336.5,30259.0
895700,30335.5,30260.0
895800,30335.0,30260.0
895900,30332.0,30260.0
896000,30331.0,30258.0
896100,30335.5,30256.0
896200,30334.0,30258.0
896300,30333.0,30256.0
896400,30334.0,30257.0
896500,30333.5,30255.0
896600,30334.5,30255.0
896700,30333.5,30254.0
896800,30333.5,30254.0
896900,30335.0,30254.0
897000,30337.0,30254.0
897100,30337.0,30253.0
897200,30338.5,30253.0
897300,30338.0,30255.0
897400,30340.0,30258.0
897500,30341.5,30256.0
897600,30339.0,30256.0
897700,30338.5,30256.0
897800,30334.0,30253.0
897900,30334.5,30252.0
898000,30337.5,30254.0
898100,30337.0,30254.0
898200,30334.5,30254.0
898300,30334.5,30253.0
898400,30336.0,30255.0
898500,30338.0,30256.0
898600,30343.0,30256.0
898700,30343.5,30257.0
898800,30341.5,30256.0
898900,30341.0,30256.0
899000,30341.5,30257.0
899100,30346.0,30258.0
899200,30343.5,30258.0
899300,30345.0,30258.0
899400,30344.5,30258.0
899500,30345.0,30258.0
899600,30347.0,30258.0
899700,30351.5,30263.0
899800,30350.0,30262.0
899900,30353.5,30262.0
900000,30353.0,30261.0
900100,30353.0,30261.0
900200,30357.5,30262.0
900300,30357.5,30262.0
900400,30357.0,30260.0
900500,30360.0,30260.0
900600,30362.5,30260.0
900700,30362.0,30260.0
900800,30355.5,30259.0
900900,30354.0,30258.0
901000,30350.0,30257.0
901100,30352.5,30257.0
901200,30346.5,30257.0
901300,30350.5,30257.0
901400,30350.0,30256.0
901500,30346.5,30256.0
901600,30347.0,30257.0
901700,30348.5,30260.0
901800,30343.5,30258.0
901900,30342.5,30254.0
902000,30342.5,30253.0
902100,30345.0,30253.0
902200,30343.5,30253.0
902300,30346.5,30253.0
902400,30345.0,30253.0
902500,30346.0,30253.0
902600,30348.0,30252.0
902700,30347.5,30252.0
902800,30346.0,30253.0
902900,30344.5,30250.0
903000,30345.5,30250.0
903100,30342.0,30250.0
903200,30339.0,30246.0
903300,30341.5,30246.0
903400,30341.0,30249.0
903500,30340.5,30249.0
903600,30336.0,30246.0
903700,30338.0,30246.0
903800,30339.0,30250.0
903900,30336.5,30250.0
904000,30335.0,30248.0
904100,30332.0,30247.0
904200,30332.5,30247.0
904300,30334.0,30247.0
904400,30333.5,30248.0
904500,30335.5,30248.0
904600,30332.5,30246.0
904700,30330.5,30246.0
904800,30332.5,30246.0
904900,30334.0,30246.0
905000,30334.0,30246.0
905100,30336.5,30246.0
905200,30338.5,30246.0
905300,30339.5,30246.0
905400,30341.0,30247.0
905500,30342.5,30248.0
905600,30342.0,30248.0
905700,30342.5,30248.0
905800,30342.0,30246.0
905900,30340.0,30246.0
906000,30339.5,30246.0
906100,30337.0,30246.0
906200,30336.0,30245.0
906300,30339.0,30245.0
906400,30339.0,30244.0
906500,30337.5,30244.0
906600,30340.5,30244.0
906700,30339.5,30243.0
906800,30336.0,30242.0
906900,30340.5,30242.0
907000,30340.0,30240.0
907100,30343.0,30241.0
907200,30340.0,30240.0
907300,30340.5,30240.0
907400,30342.5,30242.0
907500,30344.5,30244.0
907600,30347.5,30243.0
907700,30344.5,30240.0
907800,30350.5,30242.0
907900,30351.0,30244.0
908000,30353.5,30249.0
908100,30353.0,30249.0
908200,30354.5,30248.0
908300,30354.0,30248.0
908400,30353.5,30250.0
908500,30352.5,30252.0
908600,30353.5,30251.0
908700,30351.5,30246.0
908800,30351.0,30246.0
908900,30345.0,30244.0
909000,30341.0,30239.0
909100,30340.5,30240.0
909200,30344.0,30238.0
909300,30344.5,30238.0
909400,30350.5,30240.0
909500,30345.5,30240.0
909600,30346.0,30240.0
909700,30349.0,30241.0
909800,30347.5,30242.0
909900,30350.5,30242.0
910000,30353.0,30243.0
910100,30354.5,30245.0
910200,30355.5,30245.0
910300,30359.0,30246.0
910400,30367.5,30255.0
910500,30377.0,30266.0
910600,30373.0,30264.0
910700,30374.0,30262.0
910800,30375.0,30263.0
910900,30374.0,30264.0
911000,30373.5,30264.0
911100,30376.0,30264.0
911200,30370.5,30263.0
911300,30370.0,30264.0
911400,30368.5,30262.0
911500,30369.0,30262.0
911600,30373.5,30268.0
911700,30374.5,30267.0
911800,30371.0,30265.0
911900,30372.0,30265.0
912000,30371.0,30265.0
912100,30372.0,30266.0
912200,30370.0,30266.0
912300,30374.5,30269.0
912400,30375.5,30266.0
912500,30379.5,30268.0
912600,30378.5,30267.0
912700,30378.5,30267.0
912800,30378.0,30266.0
912900,30375.0,30266.0
913000,30378.0,30266.0
913100,30377.5,30264.0
913200,30378.5,30264.0
913300,30379.0,30263.0
913400,30376.0,30262.0
913500,30373.5,30258.0
913600,30370.5,30258.0
913700,30374.5,30258.0
913800,30369.5,30255.0
913900,30364.5,30250.0
914000,30362.0,30247.0
914100,30363.5,30251.0
914200,30363.0,30252.0
914300,30363.5,30250.0
914400,30360.5,30248.0
914500,30361.5,30250.0
914600,30354.5,30246.0
914700,30353.5,30247.0
914800,30353.5,30243.0
914900,30352.5,30247.0
915000,30349.5,30245.0
915100,30352.0,30247.0
915200,30350.0,30245.0
