tick,spread
373400,70.5
373500,69.0
373600,69.5
373700,71.5
373800,70.5
373900,74.5
374000,70.5
374100,69.0
374200,68.5
374300,71.5
374400,68.5
374500,67.0
374600,65.5
374700,62.0
374800,65.0
374900,66.5
375000,64.5
375100,64.0
375200,61.5
375300,62.0
375400,62.5
375500,63.5
375600,61.5
375700,63.0
375800,63.5
375900,64.5
376000,67.5
376100,69.5
376200,68.5
376300,70.5
376400,71.5
376500,71.0
376600,74.5
376700,75.5
376800,73.0
376900,70.0
377000,77.5
377100,76.0
377200,77.5
377300,77.5
377400,78.5
377500,81.0
377600,82.0
377700,80.5
377800,77.5
377900,77.0
378000,75.0
378100,74.0
378200,74.0
378300,74.0
378400,76.5
378500,74.0
378600,74.5
378700,75.5
378800,75.0
378900,73.0
379000,76.5
379100,73.0
379200,74.0
379300,68.5
379400,68.5
379500,67.0
379600,67.0
379700,65.5
379800,68.5
379900,71.5
380000,68.5
380100,69.5
380200,69.5
380300,69.0
380400,66.5
380500,68.0
380600,70.5
380700,68.5
380800,71.5
380900,70.0
381000,69.5
381100,69.0
381200,69.0
381300,73.5
381400,74.5
381500,75.5
381600,74.5
381700,76.5
381800,74.5
381900,74.0
382000,74.5
382100,75.0
382200,77.5
382300,74.0
382400,73.5
382500,70.5
382600,69.5
382700,68.5
382800,69.0
382900,70.5
383000,74.0
383100,72.0
383200,69.5
383300,68.5
383400,70.0
383500,72.5
383600,72.0
383700,72.5
383800,68.5
383900,65.5
384000,67.0
384100,68.0
384200,67.0
384300,68.5
384400,66.5
384500,69.5
384600,68.5
384700,63.0
384800,62.5
384900,63.0
385000,63.5
385100,64.5
385200,65.5
385300,64.0
385400,62.0
385500,65.5
385600,60.0
385700,60.5
385800,62.0
385900,61.5
386000,61.5
386100,61.5
386200,60.5
386300,62.0
386400,63.0
386500,62.5
386600,62.5
386700,67.0
386800,67.0
386900,68.0
387000,67.0
387100,70.5
387200,69.0
387300,72.5
387400,71.5
387500,74.5
387600,71.5
387700,71.5
387800,71.5
387900,78.5
388000,78.5
388100,77.5
388200,79.5
388300,81.5
388400,80.5
388500,80.0
388600,80.0
388700,78.0
388800,80.0
388900,77.0
389000,79.5
389100,78.5
389200,75.5
389300,78.5
389400,74.5
389500,72.5
389600,72.5
389700,77.0
389800,73.5
389900,77.0
390000,71.0
390100,71.0
390200,71.0
390300,76.5
390400,77.0
390500,80.0
390600,79.5
390700,78.5
390800,77.5
390900,80.5
391000,76.5
391100,80.0
391200,80.5
391300,81.5
391400,79.5
391500,80.0
391600,80.5
391700,81.5
391800,82.0
391900,82.5
392000,78.5
392100,76.5
392200,77.0
392300,80.5
392400,81.5
392500,83.0
392600,88.0
392700,86.5
392800,85.5
392900,86.5
393000,87.0
393100,86.5
393200,87.5
393300,88.5
393400,85.5
393500,87.5
393600,86.5
393700,80.0
393800,85.0
393900,85.5
394000,83.5
394100,81.5
394200,76.5
394300,76.0
394400,76.5
394500,77.0
394600,76.5
394700,75.5
394800,76.0
394900,77.5
395000,74.5
395100,70.5
395200,71.0
395300,73.0
395400,68.5
395500,66.0
395600,74.0
395700,73.0
395800,71.5
395900,73.5
396000,74.0
396100,72.5
396200,72.5
396300,72.5
396400,72.0
396500,72.5
396600,73.0
396700,71.5
396800,68.5
396900,68.0
397000,66.0
397100,65.0
397200,63.0
397300,57.5
397400,58.0
397500,60.5
397600,58.0
397700,58.5
397800,58.5
397900,58.5
398000,54.0
398100,53.5
398200,50.5
398300,53.0
398400,55.0
398500,54.5
398600,49.0
398700,49.5
398800,54.5
398900,50.5
399000,55.0
399100,58.0
399200,54.0
399300,55.0
399400,54.5
399500,50.5
399600,51.0
399700,53.0
399800,52.0
399900,51.0
400000,49.0
400100,50.5
400200,51.5
400300,53.0
400400,52.0
400500,48.5
400600,51.5
400700,49.5
400800,48.5
400900,49.5
401000,52.5
401100,56.5
401200,55.5
401300,53.5
401400,51.0
401500,50.5
401600,48.0
401700,47.0
401800,44.5
401900,45.0
402000,43.5
402100,45.0
402200,45.5
402300,46.5
402400,48.5
402500,49.0
402600,46.0
402700,46.5
402800,46.5
402900,44.5
403000,43.0
403100,42.5
403200,41.5
403300,40.5
403400,43.5
403500,43.0
403600,43.0
403700,45.0
403800,48.0
403900,48.5
404000,48.0
404100,47.0
404200,44.5
404300,46.5
404400,49.5
404500,52.0
404600,55.0
404700,57.5
404800,58.5
404900,59.0
405000,58.0
405100,59.5
405200,60.0
405300,63.5
405400,61.5
405500,59.5
405600,61.0
405700,61.5
405800,62.5
405900,63.5
406000,63.0
406100,66.0
406200,66.0
406300,66.5
406400,66.0
406500,66.0
406600,62.5
406700,60.0
406800,58.5
406900,55.0
407000,53.5
407100,52.5
407200,55.0
407300,53.0
407400,55.5
407500,54.5
407600,54.0
407700,55.0
407800,57.0
407900,55.5
408000,58.0
408100,61.0
408200,61.5
408300,64.5
408400,64.0
408500,67.0
408600,70.0
408700,69.0
408800,68.0
408900,71.5
409000,71.0
409100,71.0
409200,72.0
409300,71.5
409400,73.5
409500,73.0
409600,74.5
409700,75.0
409800,75.0
409900,73.5
410000,78.0
410100,77.0
410200,73.0
410300,72.5
410400,72.0
410500,73.5
410600,73.0
410700,72.0
410800,74.0
410900,78.5
411000,78.0
411100,77.0
411200,78.0
411300,77.5
411400,78.0
411500,77.5
411600,77.5
411700,77.0
411800,78.0
411900,75.5
412000,77.5
412100,78.0
412200,81.5
412300,80.0
412400,80.5
412500,78.5
412600,80.5
412700,81.5
412800,77.0
412900,78.5
413000,83.0
413100,78.0
413200,83.5
413300,83.5
413400,82.5
413500,82.0
413600,84.5
413700,83.5
413800,82.5
413900,83.5
414000,79.5
414100,77.5
414200,78.0
414300,78.0
414400,80.0
414500,81.0
414600,82.5
414700,77.5
414800,76.0
414900,76.5
415000,79.5
415100,79.0
415200,82.5
415300,82.5
415400,82.5
415500,80.5
415600,82.5
415700,84.5
415800,83.0
415900,85.5
416000,90.5
416100,88.5
416200,89.5
416300,88.0
416400,88.0
416500,86.0
416600,87.5
416700,87.0
416800,84.5
416900,85.0
417000,83.0
417100,84.0
417200,86.0
417300,83.0
417400,83.0
417500,82.0
417600,82.5
417700,84.0
417800,86.5
417900,86.5
418000,87.5
418100,85.5
418200,86.5
418300,88.0
418400,89.5
418500,89.5
418600,86.5
418700,83.5
418800,85.5
418900,84.5
419000,83.5
419100,80.0
419200,84.5
419300,87.5
419400,85.5
419500,88.5
419600,87.5
419700,88.0
419800,85.5
419900,83.5
420000,86.5
420100,87.5
420200,86.5
420300,89.0
420400,88.0
420500,86.5
420600,86.0
420700,85.5
420800,88.5
420900,89.5
421000,87.0
421100,89.0
421200,88.0
421300,91.0
421400,88.5
421500,89.5
421600,90.5
421700,90.5
421800,87.0
421900,86.0
422000,90.0
422100,91.5
422200,91.0
422300,92.0
422400,97.5
422500,98.0
422600,96.0
422700,96.5
422800,94.5
422900,94.0
423000,97.5
423100,95.0
423200,93.0
423300,91.0
423400,96.0
423500,94.5
423600,94.0
423700,95.0
423800,92.0
423900,90.0
424000,91.0
424100,85.5
424200,87.0
424300,85.0
424400,87.0
424500,85.0
424600,82.5
424700,81.0
424800,79.0
424900,81.0
425000,79.5
425100,77.0
425200,79.0
425300,78.5
425400,78.0
425500,78.5
425600,77.0
425700,75.5
425800,79.0
425900,75.0
426000,77.0
426100,72.0
426200,72.5
426300,74.0
426400,70.5
426500,67.5
426600,69.5
426700,69.5
426800,74.0
426900,72.0
427000,73.5
427100,74.5
427200,76.0
427300,71.5
427400,76.0
427500,70.5
427600,68.5
427700,72.0
427800,73.0
427900,71.0
428000,74.0
428100,75.0
428200,77.0
428300,72.5
428400,68.0
428500,71.0
428600,70.5
428700,70.0
428800,71.0
428900,72.0
429000,72.5
429100,76.0
429200,76.0
429300,73.0
429400,75.0
429500,76.0
429600,79.0
429700,76.5
429800,78.5
429900,81.0
430000,77.0
430100,78.5
430200,77.5
430300,81.0
430400,83.5
430500,85.0
430600,86.5
430700,86.0
430800,83.5
430900,85.0
431000,86.5
431100,85.5
431200,84.5
431300,82.0
431400,82.0
431500,83.5
431600,85.0
431700,83.0
431800,82.5
431900,83.5
432000,84.5
432100,86.0
432200,85.5
432300,83.5
432400,83.5
432500,85.5
432600,85.5
432700,89.0
432800,86.0
432900,91.0
433000,89.0
433100,86.5
433200,84.0
433300,84.5
433400,84.0
433500,83.5
433600,83.5
433700,82.0
433800,84.0
433900,86.5
434000,89.5
434100,86.5
434200,83.5
434300,83.0
434400,82.0
434500,81.0
434600,79.0
434700,81.5
434800,79.0
434900,79.0
435000,80.0
435100,78.0
435200,79.5
435300,80.5
435400,78.5
435500,77.0
435600,76.0
435700,73.0
435800,75.5
435900,76.5
436000,78.5
436100,80.5
436200,80.5
436300,81.5
436400,83.5
436500,78.5
436600,77.0
436700,77.5
436800,73.5
436900,77.5
437000,73.5
437100,74.0
437200,71.0
437300,72.0
437400,71.0
437500,76.0
437600,70.5
437700,69.0
437800,71.5
437900,72.0
438000,75.5
438100,75.0
438200,73.5
438300,71.0
438400,75.0
438500,76.0
438600,79.0
438700,77.0
438800,78.5
438900,82.5
439000,81.5
439100,80.5
439200,75.0
439300,77.5
439400,77.0
439500,79.0
439600,77.5
439700,78.5
439800,77.5
439900,82.0
440000,82.0
440100,85.5
440200,91.0
440300,91.5
440400,90.5
440500,92.0
440600,90.5
440700,92.5
440800,89.5
440900,90.5
441000,90.0
441100,90.0
441200,92.5
441300,91.0
441400,94.5
441500,93.5
441600,95.5
441700,93.5
441800,90.5
441900,86.5
442000,87.5
442100,86.0
442200,85.0
442300,89.0
442400,86.5
442500,89.5
442600,89.5
442700,90.5
442800,90.5
442900,91.5
443000,91.5
443100,90.5
443200,95.0
443300,91.5
443400,95.5
443500,89.0
443600,91.5
443700,92.5
443800,91.0
443900,88.0
444000,90.0
444100,89.5
444200,88.0
444300,86.0
444400,87.5
444500,85.5
444600,83.0
444700,81.0
444800,81.5
444900,82.0
445000,82.5
445100,79.0
445200,82.5
445300,84.0
445400,84.0
445500,82.5
445600,86.0
445700,85.0
445800,84.0
445900,87.0
446000,91.0
446100,94.5
446200,93.0
446300,92.0
446400,86.5
446500,87.0
446600,86.0
446700,85.0
446800,84.5
446900,82.5
447000,85.0
447100,88.0
447200,87.5
447300,85.5
447400,86.0
447500,88.5
447600,88.0
447700,87.0
447800,88.0
447900,89.5
448000,92.0
448100,90.5
448200,90.5
448300,92.5
448400,91.0
448500,91.0
448600,89.0
448700,88.0
448800,89.5
448900,90.5
449000,88.5
449100,89.5
449200,92.5
449300,97.5
449400,97.0
449500,99.5
449600,99.5
449700,102.5
449800,103.5
449900,103.5
450000,103.0
450100,101.5
450200,104.0
450300,106.5
450400,107.5
450500,107.0
450600,102.5
450700,100.0
450800,101.5
450900,103.5
451000,103.0
451100,101.5
451200,102.0
451300,103.0
451400,105.0
451500,103.0
451600,101.0
451700,102.0
451800,110.0
451900,110.5
452000,111.5
452100,109.5
452200,109.0
452300,109.5
452400,106.5
452500,110.5
452600,108.5
452700,110.5
452800,109.0
452900,108.0
453000,109.0
453100,105.0
453200,104.5
453300,102.5
453400,104.0
453500,102.0
453600,102.0
453700,106.0
453800,109.0
453900,106.5
454000,107.5
454100,110.0
454200,111.5
454300,114.5
454400,116.5
454500,118.0
454600,117.0
454700,116.0
454800,113.0
454900,115.0
455000,113.5
455100,115.0
455200,118.5
455300,116.0
455400,116.5
455500,119.5
455600,121.0
455700,120.5
455800,120.5
455900,121.5
456000,116.0
456100,116.0
456200,117.5
456300,112.0
456400,111.0
456500,111.5
456600,109.0
456700,109.0
456800,109.5
456900,114.0
457000,110.0
457100,107.5
457200,107.0
457300,107.5
457400,110.5
457500,114.5
457600,114.0
457700,114.5
457800,116.0
457900,117.0
458000,118.0
458100,117.5
458200,120.0
458300,122.0
458400,119.0
458500,117.0
458600,114.5
458700,112.0
458800,112.0
458900,111.0
459000,112.0
459100,112.0
459200,114.5
459300,110.5
459400,111.5
459500,115.5
459600,113.5
459700,112.5
459800,110.0
459900,109.5
460000,109.0
460100,106.0
460200,103.0
460300,102.0
460400,99.0
460500,98.5
460600,101.5
460700,102.0
460800,98.5
460900,99.0
461000,96.0
461100,97.5
461200,95.0
461300,95.5
461400,91.5
461500,91.0
461600,91.0
461700,96.5
461800,95.5
461900,94.0
462000,97.0
462100,98.0
462200,98.0
462300,98.5
462400,97.5
462500,97.5
462600,98.0
462700,97.5
462800,98.5
462900,99.5
463000,95.5
463100,104.5
463200,105.0
463300,107.0
463400,108.0
463500,108.5
463600,110.5
463700,115.5
463800,114.5
463900,111.0
464000,114.0
464100,117.0
464200,116.0
464300,119.5
464400,116.5
464500,123.5
464600,118.5
464700,122.5
464800,122.0
464900,121.5
465000,120.5
465100,119.5
465200,117.5
465300,117.5
465400,118.0
465500,118.5
465600,116.5
465700,113.5
465800,112.5
465900,114.5
466000,113.5
466100,114.5
466200,113.0
466300,113.0
466400,111.5
466500,113.0
466600,110.0
466700,109.0
466800,105.0
466900,111.0
467000,110.0
467100,114.0
467200,113.5
467300,111.5
467400,112.5
467500,110.5
467600,111.5
467700,110.5
467800,109.5
467900,109.0
468000,112.5
468100,111.5
468200,112.0
468300,113.0
468400,112.5
468500,111.5
468600,112.0
468700,114.0
468800,110.0
468900,111.0
469000,111.5
469100,110.5
469200,112.5
469300,108.5
469400,110.5
469500,111.0
469600,109.0
469700,110.5
469800,113.5
469900,112.0
470000,113.5
470100,113.5
470200,109.5
470300,112.5
470400,113.5
470500,115.0
470600,114.0
470700,112.0
470800,111.5
470900,109.0
471000,110.0
471100,107.5
471200,113.0
471300,111.0
471400,113.0
471500,112.0
471600,110.0
471700,112.0
471800,115.0
471900,113.5
472000,111.5
472100,107.5
472200,106.5
472300,106.0
472400,105.5
472500,105.0
472600,106.0
472700,103.5
472800,108.5
472900,108.0
473000,109.5
473100,105.5
473200,105.0
473300,104.0
473400,101.0
473500,103.0
473600,104.0
473700,108.0
473800,110.0
473900,103.0
474000,104.0
474100,102.0
474200,103.5
474300,102.5
474400,102.5
474500,102.5
474600,99.5
474700,97.5
474800,98.5
474900,101.5
475000,104.5
475100,103.0
475200,100.5
475300,102.0
475400,103.5
475500,103.0
475600,107.5
475700,106.5
475800,107.0
475900,105.5
476000,106.0
476100,107.0
476200,104.5
476300,105.5
476400,107.0
476500,104.0
476600,103.5
476700,103.0
476800,101.5
476900,104.5
477000,108.5
477100,109.0
477200,114.0
477300,111.5
477400,112.5
477500,115.0
477600,112.0
477700,111.5
477800,115.0
477900,115.0
478000,114.5
478100,113.5
478200,108.5
478300,110.5
478400,109.0
478500,106.0
478600,105.5
478700,108.5
478800,102.5
478900,107.5
479000,107.0
479100,107.0
479200,108.0
479300,105.0
479400,106.5
479500,108.5
479600,110.0
479700,111.5
479800,111.0
479900,108.5
480000,113.5
480100,112.0
480200,112.5
480300,114.0
480400,112.0
480500,113.5
480600,114.0
480700,112.0
480800,112.0
480900,111.0
481000,111.0
481100,113.0
481200,112.5
481300,114.0
481400,115.5
481500,115.0
481600,110.0
481700,111.5
481800,110.5
481900,109.5
482000,108.5
482100,106.0
482200,105.0
482300,107.5
482400,105.5
482500,105.0
482600,105.5
482700,102.5
482800,104.5
482900,106.0
483000,108.5
483100,111.5
483200,108.0
483300,103.0
483400,105.5
483500,103.0
483600,106.0
483700,112.0
483800,112.0
483900,114.5
484000,116.5
484100,115.5
484200,115.5
484300,116.5
484400,117.5
484500,118.0
484600,117.0
484700,121.0
484800,120.0
484900,117.0
485000,115.0
485100,115.5
485200,112.0
485300,112.0
485400,114.5
485500,113.5
485600,113.5
485700,115.5
485800,112.0
485900,116.0
486000,115.0
486100,121.0
486200,123.5
486300,127.0
486400,126.0
486500,123.5
486600,123.5
486700,125.0
486800,120.5
486900,120.0
487000,120.0
487100,122.5
487200,123.0
487300,122.5
487400,121.5
487500,119.0
487600,121.0
487700,121.5
487800,125.5
487900,125.5
488000,125.5
488100,125.5
488200,126.0
488300,124.0
488400,126.0
488500,125.0
488600,125.5
488700,121.0
488800,124.0
488900,127.0
489000,127.5
489100,127.0
489200,120.5
489300,122.5
489400,121.0
489500,121.5
489600,121.0
489700,123.5
489800,124.5
489900,125.0
490000,121.5
490100,122.0
490200,122.5
490300,120.5
490400,123.5
490500,119.5
490600,121.0
490700,120.0
490800,118.5
490900,118.5
491000,118.5
491100,117.0
491200,115.0
491300,115.0
491400,119.5
491500,119.0
491600,117.5
491700,119.5
491800,118.5
491900,119.0
492000,118.5
492100,121.0
492200,122.0
492300,126.0
492400,123.5
492500,126.5
492600,127.0
492700,125.0
492800,120.5
492900,118.0
493000,116.5
493100,113.5
493200,109.5
493300,108.0
493400,107.5
493500,107.0
493600,107.0
493700,109.5
493800,108.0
493900,109.5
494000,110.0
494100,110.5
494200,115.0
494300,113.5
494400,113.0
494500,115.5
494600,114.5
494700,113.0
494800,107.0
494900,110.5
495000,111.5
495100,113.0
495200,110.0
495300,112.5
495400,113.5
495500,111.0
495600,110.5
495700,109.5
495800,107.0
495900,109.5
496000,106.5
496100,107.5
496200,110.0
496300,107.5
496400,106.0
496500,108.0
496600,110.0
496700,112.5
496800,109.5
496900,109.5
497000,109.5
497100,110.5
497200,106.5
497300,104.0
497400,106.5
497500,105.5
497600,106.0
497700,107.5
497800,108.0
497900,111.0
498000,112.5
498100,114.5
498200,111.5
498300,112.0
498400,111.5
498500,107.0
498600,105.0
498700,104.5
498800,105.0
498900,104.5
499000,104.5
499100,103.0
499200,105.0
499300,101.0
499400,106.0
499500,104.5
499600,105.5
499700,103.0
499800,107.5
499900,107.5
500000,107.0
500100,106.5
500200,108.0
500300,106.5
500400,102.0
500500,103.0
500600,102.5
500700,100.0
500800,97.5
500900,95.5
501000,92.5
501100,94.0
501200,93.0
501300,94.0
501400,94.5
501500,94.5
501600,94.5
501700,92.5
501800,97.5
501900,96.0
502000,96.5
502100,100.0
502200,97.5
502300,93.5
502400,96.0
502500,96.5
502600,100.5
502700,99.5
502800,97.5
502900,97.0
503000,92.5
503100,94.5
503200,94.0
503300,94.5
503400,93.0
503500,93.0
503600,95.5
503700,92.0
503800,91.0
503900,90.0
504000,86.0
504100,86.0
504200,86.5
504300,83.5
504400,82.0
504500,82.5
504600,84.5
504700,85.5
504800,84.5
504900,82.5
505000,83.0
505100,83.0
505200,77.5
505300,80.5
505400,80.0
505500,82.0
505600,87.0
505700,87.5
505800,86.5
505900,83.5
506000,85.5
506100,85.0
506200,85.5
506300,88.0
506400,92.0
506500,94.0
506600,94.0
506700,93.0
506800,92.0
506900,92.5
507000,91.5
507100,95.5
507200,94.5
507300,96.5
507400,97.0
507500,100.0
507600,103.0
507700,102.5
507800,100.0
507900,104.5
508000,106.0
508100,109.0
508200,112.5
508300,108.5
508400,108.0
508500,104.5
508600,108.0
508700,111.0
508800,111.5
508900,109.5
509000,110.5
509100,112.0
509200,108.5
509300,107.0
509400,109.5
509500,109.5
509600,112.0
509700,114.5
509800,114.0
509900,116.5
510000,115.0
510100,119.5
510200,118.5
510300,118.5
510400,113.5
510500,115.0
510600,114.5
510700,112.0
510800,114.5
510900,114.0
511000,112.5
511100,114.0
511200,116.5
511300,116.5
511400,116.5
511500,115.0
511600,118.0
511700,119.0
511800,115.0
511900,116.5
512000,115.0
512100,118.5
512200,114.5
512300,117.5
512400,118.5
512500,116.5
512600,117.0
512700,115.5
512800,114.0
512900,115.5
513000,116.0
513100,118.5
513200,116.5
513300,115.5
513400,123.5
513500,123.5
513600,123.5
513700,118.5
513800,123.0
513900,123.5
514000,126.5
514100,127.0
514200,125.5
514300,122.0
514400,124.0
514500,121.5
514600,119.0
514700,119.5
514800,119.0
514900,121.0
515000,115.5
515100,118.0
515200,118.5
515300,119.0
515400,120.0
515500,116.5
515600,120.5
515700,124.5
515800,124.0
515900,121.5
516000,122.5
516100,118.5
516200,116.0
516300,117.5
516400,114.5
516500,110.0
516600,114.5
516700,111.5
516800,108.5
516900,107.5
517000,106.5
517100,110.0
517200,112.5
517300,110.5
517400,109.0
517500,109.5
517600,109.5
517700,104.5
517800,102.5
517900,102.5
518000,102.0
518100,100.0
518200,99.0
518300,101.5
518400,102.0
518500,102.5
518600,105.5
518700,107.5
518800,103.0
518900,107.0
519000,113.0
519100,111.5
519200,110.5
519300,107.0
519400,103.0
519500,105.0
519600,105.0
519700,102.0
519800,102.0
519900,99.5
520000,98.0
520100,98.0
520200,100.0
520300,99.5
520400,100.5
520500,97.5
520600,98.0
520700,100.5
520800,101.5
520900,98.0
521000,95.5
521100,100.0
521200,94.5
521300,96.0
521400,99.5
521500,99.0
521600,98.5
521700,97.5
521800,96.5
521900,95.5
522000,98.0
522100,101.0
522200,100.5
522300,97.5
522400,96.0
522500,92.0
522600,90.0
522700,91.5
522800,89.0
522900,92.5
523000,90.5
523100,90.5
523200,90.5
523300,88.5
523400,90.5
523500,89.5
523600,86.5
523700,80.5
523800,82.5
523900,82.0
524000,82.5
524100,80.5
524200,78.5
524300,78.5
524400,76.5
524500,78.5
524600,76.5
524700,78.0
524800,80.0
524900,79.5
525000,80.5
525100,79.5
525200,81.0
525300,83.0
525400,83.0
525500,82.5
525600,85.5
525700,88.5
525800,89.0
525900,93.0
526000,92.0
526100,93.5
526200,93.5
526300,93.5
526400,94.0
526500,92.5
526600,93.5
526700,91.0
526800,92.5
526900,91.5
527000,91.0
527100,92.0
527200,92.5
527300,90.0
527400,90.5
527500,90.5
527600,86.5
527700,89.0
527800,89.5
527900,92.0
528000,91.5
528100,90.5
528200,91.5
528300,95.0
528400,93.5
528500,93.5
528600,96.0
528700,92.0
528800,95.0
528900,95.0
529000,100.5
529100,99.5
529200,101.5
529300,103.5
529400,101.5
529500,102.5
529600,102.0
529700,101.5
529800,102.0
529900,102.0
530000,100.5
530100,100.5
530200,103.5
530300,104.5
530400,103.5
530500,106.5
530600,107.5
530700,107.5
530800,107.5
530900,104.5
531000,105.0
531100,105.0
531200,104.5
531300,108.0
531400,106.5
531500,107.5
531600,106.5
531700,105.5
531800,108.0
531900,105.5
532000,106.0
532100,104.5
532200,106.5
532300,105.0
532400,108.5
532500,108.0
532600,103.0
532700,105.5
532800,106.0
532900,104.0
533000,105.0
533100,109.5
533200,107.5
533300,112.5
533400,111.5
533500,109.5
533600,114.5
533700,116.0
533800,114.5
533900,112.5
534000,114.5
534100,114.0
534200,113.5
534300,112.5
534400,113.5
534500,114.0
534600,113.5
534700,113.5
534800,112.5
534900,107.0
535000,111.5
535100,109.5
535200,111.5
535300,113.0
535400,113.0
535500,116.5
535600,116.0
535700,114.5
535800,119.5
535900,118.0
536000,122.0
536100,118.0
536200,121.5
536300,121.0
536400,122.0
536500,123.5
536600,123.5
536700,122.5
536800,125.0
536900,125.5
537000,123.5
537100,125.5
537200,124.5
537300,121.5
537400,121.0
537500,121.5
537600,121.5
537700,121.5
537800,119.5
537900,122.5
538000,128.0
538100,127.5
538200,127.5
538300,129.5
538400,124.0
538500,124.0
538600,126.0
538700,124.0
538800,126.5
538900,124.0
539000,125.0
539100,120.5
539200,125.0
539300,124.5
539400,122.0
539500,117.5
539600,121.5
539700,118.0
539800,122.0
539900,120.5
540000,119.0
540100,118.5
540200,117.0
540300,121.0
540400,117.5
540500,115.0
540600,114.5
540700,114.5
540800,114.5
540900,112.5
541000,108.0
541100,105.0
541200,105.5
541300,105.0
541400,104.5
541500,101.5
541600,97.0
541700,97.0
541800,96.5
541900,97.5
542000,97.5
542100,99.5
542200,101.0
542300,99.0
542400,99.5
542500,100.0
542600,102.0
542700,102.5
542800,102.0
542900,104.5
543000,102.0
543100,99.5
543200,103.0
543300,104.0
543400,103.0
543500,104.5
543600,100.0
543700,102.0
543800,100.0
543900,101.5
544000,104.5
544100,104.5
544200,103.0
544300,108.0
544400,109.0
544500,110.0
544600,111.0
544700,112.5
544800,113.5
544900,114.0
545000,113.5
545100,113.5
545200,110.5
545300,113.5
545400,110.5
545500,108.0
545600,106.0
545700,107.5
545800,104.5
545900,102.5
546000,99.0
546100,105.0
546200,103.5
546300,100.5
546400,104.0
546500,103.0
546600,101.0
546700,102.5
546800,100.5
546900,100.5
547000,101.5
547100,98.0
547200,99.5
547300,100.5
547400,104.0
547500,106.5
547600,105.0
547700,100.5
547800,104.0
547900,104.0
548000,104.5
548100,106.5
548200,106.0
548300,103.0
548400,102.0
548500,103.5
548600,107.0
548700,102.5
548800,100.5
548900,103.0
549000,101.5
549100,101.5
549200,102.5
549300,98.5
549400,101.0
549500,98.0
549600,98.0
549700,93.0
549800,95.0
549900,97.0
550000,95.5
550100,95.5
550200,94.5
550300,95.5
550400,98.5
550500,97.0
550600,96.0
550700,94.0
550800,89.5
550900,90.5
551000,90.5
551100,91.0
551200,92.5
551300,92.5
551400,89.5
551500,87.5
551600,90.0
551700,90.5
551800,90.5
551900,93.5
552000,95.5
552100,94.5
552200,94.0
552300,91.5
552400,89.5
552500,88.0
552600,87.5
552700,92.0
552800,91.0
552900,87.0
553000,88.5
553100,90.5
553200,93.5
553300,94.5
553400,90.5
553500,90.0
553600,89.5
553700,86.0
553800,87.5
553900,85.0
554000,88.0
554100,87.0
554200,88.5
554300,88.0
554400,86.5
554500,87.5
554600,89.5
554700,87.0
554800,88.5
554900,90.0
555000,90.0
555100,91.5
555200,92.0
555300,91.5
555400,90.5
555500,91.0
555600,89.5
555700,95.5
555800,88.5
555900,88.0
556000,88.0
556100,87.5
556200,87.0
556300,86.0
556400,86.0
556500,86.5
556600,92.5
556700,88.5
556800,86.0
556900,85.0
557000,86.0
557100,85.5
557200,89.5
557300,89.0
557400,91.5
557500,91.0
557600,88.5
557700,89.0
557800,91.0
557900,95.0
558000,96.0
558100,100.5
558200,94.5
558300,93.5
558400,95.0
558500,93.5
558600,94.5
558700,93.5
558800,94.5
558900,91.0
559000,87.0
559100,87.0
559200,92.5
559300,90.5
559400,91.0
559500,95.0
559600,90.0
559700,90.0
559800,90.0
559900,94.0
560000,95.0
560100,96.5
560200,95.5
560300,98.0
560400,96.0
560500,98.0
560600,100.0
560700,98.0
560800,98.0
560900,101.0
561000,103.5
561100,99.0
561200,98.5
561300,101.5
561400,101.0
561500,104.5
561600,102.5
561700,104.0
561800,104.0
561900,102.5
562000,103.0
562100,103.0
562200,105.0
562300,103.5
562400,102.0
562500,100.5
562600,105.0
562700,106.0
562800,106.5
562900,109.5
563000,106.0
563100,104.5
563200,101.5
563300,102.5
563400,99.5
563500,101.5
563600,99.0
563700,96.5
563800,102.0
563900,104.5
564000,103.5
564100,104.5
564200,107.0
564300,109.0
564400,106.5
564500,108.0
564600,108.0
564700,108.5
564800,109.5
564900,110.0
565000,113.0
565100,110.5
565200,108.5
565300,109.0
565400,108.5
565500,105.5
565600,106.0
565700,103.0
565800,106.0
565900,106.0
566000,110.5
566100,105.5
566200,107.0
566300,105.0
566400,109.0
566500,112.5
566600,106.5
566700,107.0
566800,106.5
566900,102.5
567000,101.5
567100,103.0
567200,99.5
567300,99.0
567400,98.0
567500,99.5
567600,96.5
567700,90.5
567800,90.0
567900,91.0
568000,89.0
568100,88.0
568200,89.0
568300,94.0
568400,91.0
568500,91.5
568600,91.5
568700,90.5
568800,90.0
568900,88.5
569000,87.5
569100,82.0
569200,85.0
569300,83.5
569400,83.5
569500,84.0
569600,85.5
569700,87.0
569800,88.5
569900,87.0
570000,89.0
570100,88.5
570200,88.0
570300,89.5
570400,89.0
570500,88.0
570600,89.5
570700,87.0
570800,86.0
570900,84.0
571000,81.5
571100,83.0
571200,83.0
571300,83.0
571400,81.0
571500,84.0
571600,84.5
571700,85.0
571800,86.5
571900,89.0
572000,91.0
572100,93.5
572200,89.5
572300,88.0
572400,89.0
572500,92.0
572600,96.0
572700,93.0
572800,92.0
572900,93.5
573000,98.0
573100,97.5
573200,94.5
